1,1,2.8498166666666666E-4,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1008,1,0.12923109,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1008,2,0.12927166833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1009,1,0.12931789166666668,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1009,2,0.12934873,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1010,1,0.12940173333333332,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1010,2,0.129429125,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1011,1,0.12947238833333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1011,2,0.12949878833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1012,1,0.12954094833333332,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1012,2,0.12960093666666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1013,1,0.12967412333333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1013,2,0.12972069833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1014,1,0.12977319833333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1014,2,0.129818455,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1015,1,0.129873725,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1015,2,0.12992689666666665,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1016,1,0.12999802333333335,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1016,2,0.13004775333333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1017,1,0.13010213666666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1017,2,0.13014804166666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1018,1,0.1302217066666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1018,2,0.130284525,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1019,1,0.13033772666666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1019,2,0.13038891833333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1020,1,0.13043465166666668,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1020,2,0.13049827333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1021,1,0.13056403333333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1021,2,0.13060682333333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1022,1,0.13069613500000002,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1022,2,0.130772615,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1023,1,0.130837185,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1023,2,0.13088316666666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1024,1,0.13093800166666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1024,2,0.13099544333333332,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1025,1,0.13105788833333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1025,2,0.13115733000000002,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1026,1,0.13123301166666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1026,2,0.13134680166666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1027,1,0.131457515,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1027,2,0.13156897166666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1028,1,0.131644315,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1028,2,0.131697975,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1029,1,0.13174830333333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1029,2,0.13180990833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1030,1,0.13188494,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1030,2,0.131972365,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1031,1,0.13207432833333332,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1031,2,0.13220734166666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1032,1,0.13232125333333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1032,2,0.13241036833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1033,1,0.13251266166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1033,2,0.132547275,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1034,1,0.132593655,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1034,2,0.132629045,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1035,1,0.132683425,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1035,2,0.13273851666666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1036,1,0.13278328666666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1036,2,0.13282089833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1037,1,0.132869845,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1037,2,0.13290444,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1038,1,0.13294759166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1038,2,0.13299075833333332,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1039,1,0.13303379833333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1039,2,0.133062295,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1040,1,0.13309975666666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1040,2,0.13319234,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1041,1,0.13323203666666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1041,2,0.13326757,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1042,1,0.13333047166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1042,2,0.133369145,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1043,1,0.13341388166666668,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1043,2,0.13345125666666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1044,1,0.13350377166666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1044,2,0.13356898333333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1045,1,0.13360856999999998,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1045,2,0.13364365333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1046,1,0.13368186833333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1046,2,0.13372349,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1047,1,0.13382384500000002,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1047,2,0.13386676333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1048,1,0.13390699333333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1048,2,0.13394230333333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1049,1,0.133983315,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1049,2,0.13401619166666665,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1050,1,0.13406422166666668,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1050,2,0.13410563166666664,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1051,1,0.13414245166666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1051,2,0.13417054833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1052,1,0.13422913,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1052,2,0.13425671333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1053,1,0.1342965133333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1053,2,0.13433216333333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1054,1,0.13439922166666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1054,2,0.13444303999999999,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1055,1,0.13450065833333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1055,2,0.13455521833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1056,1,0.13463624666666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1056,2,0.13469012666666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1057,1,0.13474163666666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1057,2,0.13478901499999998,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1058,1,0.13484398,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1058,2,0.13488877833333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1059,1,0.13494968333333332,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1059,2,0.13498383666666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1060,1,0.13503269166666668,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1060,2,0.13507869166666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1061,1,0.135126585,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1061,2,0.13515863333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1062,1,0.13522358666666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1062,2,0.13526346,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1063,1,0.135312295,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1063,2,0.13536899,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1064,1,0.13543738666666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1064,2,0.13553409500000002,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1065,1,0.13559691166666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1065,2,0.13576773166666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1066,1,0.13584976666666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1066,2,0.13589008333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1067,1,0.13595795333333335,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1067,2,0.13598909166666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1068,1,0.13603499333333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1068,2,0.13607192,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1069,1,0.13611188833333332,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1069,2,0.13614570833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1070,1,0.13617974333333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1070,2,0.13620752333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1071,1,0.13624150166666665,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1071,2,0.13626734666666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1072,1,0.13630443,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1072,2,0.13634245833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1073,1,0.13638034833333332,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1073,2,0.13641209333333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1074,1,0.136445435,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1074,2,0.13647228,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1075,1,0.13651323833333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1075,2,0.136549995,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1076,1,0.136599005,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1076,2,0.13666719666666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1077,1,0.13671126166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1077,2,0.13675078,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1078,1,0.13679794666666664,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1078,2,0.13684876666666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1079,1,0.13694814666666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1079,2,0.13701206166666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1080,1,0.13707552166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1080,2,0.13711672666666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1081,1,0.13718555999999998,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1081,2,0.13721892333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1082,1,0.13726260833333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1082,2,0.13729413333333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1083,1,0.13733609166666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1083,2,0.13736556333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1084,1,0.1374050383333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1084,2,0.13744383,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1085,1,0.13747992833333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1085,2,0.13750875166666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1086,1,0.137546955,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1086,2,0.13757502,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1087,1,0.13763445000000002,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1087,2,0.13766374833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1088,1,0.13769976333333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1088,2,0.13773043666666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1089,1,0.13780777500000002,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1089,2,0.13786148833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1090,1,0.13790325166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1090,2,0.13800700666666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1091,1,0.13804413833333334,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1091,2,0.13807636166666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1092,1,0.138107905,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1092,2,0.13813593500000002,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1093,1,0.13816846666666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1093,2,0.13819539333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1094,1,0.13822567500000002,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1094,2,0.13826903666666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1095,1,0.13831119166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1095,2,0.13833571166666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1096,1,0.13837300333333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1096,2,0.13841216666666664,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1097,1,0.13847477666666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1097,2,0.13853208833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1098,1,0.13858363499999998,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1098,2,0.138618885,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1099,1,0.13869650833333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1099,2,0.13881360833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1100,1,0.13887301166666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1100,2,0.13892471666666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1101,1,0.13898149499999998,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1101,2,0.13901588666666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1102,1,0.13906449166666668,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1102,2,0.13911543666666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1103,1,0.13916267833333332,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1103,2,0.13919178666666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1104,1,0.13923573666666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1104,2,0.13926734166666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1105,1,0.13931461833333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1105,2,0.13938252333333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1106,1,0.13942410833333332,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1106,2,0.139454175,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1107,1,0.13949667166666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1107,2,0.13952400166666665,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1108,1,0.139587165,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1108,2,0.13964494333333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1109,1,0.13969212333333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1109,2,0.1397251283333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1110,1,0.13976695666666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1110,2,0.13980136166666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1111,1,0.13985954166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1111,2,0.139894185,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1112,1,0.13996091833333332,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1112,2,0.14001654,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1113,1,0.14007407333333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1113,2,0.14010552,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1114,1,0.14014221500000001,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1114,2,0.14016779333333332,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1115,1,0.14021400666666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1115,2,0.14028546833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1116,1,0.14031720166666667,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1116,2,0.14035007166666666,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1117,1,0.14038736833333332,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1117,2,0.140418945,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1118,1,0.14049345166666666,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1118,2,0.14052873833333335,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1119,1,0.14057360833333332,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1119,2,0.14061273666666668,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1120,1,0.14066204166666668,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1120,2,0.14070577833333334,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1121,1,0.14076474833333333,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1121,2,0.14079355333333332,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1122,1,0.14082799166666668,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1122,2,0.14085728833333333,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1123,1,0.14089769166666669,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1123,2,0.14092909,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
1124,1,0.14097133,Agent46@0,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
1124,2,0.1409982416666667,TheFawkes@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
